gene_symbol	GSM1624229	GSM1868813	GSM1868814	GSM1868819	GSM1868820	GSM1868821	GSM1868816	GSM1868810	GSM1624232	GSM1624230	GSM1624236	GSM1868817	GSM1868823	GSM1868818	GSM1624227	GSM1624223	GSM1868822	GSM1868815	GSM1868812	GSM1624235	GSM1624233	GSM1868811	GSM1624225	GSM1624226	GSM1624237	GSM1624222	GSM1624228	GSM1624234	GSM1624231	GSM1624224
IVNS1ABP	742	0	1	3	2832	11	1999	15	1	515	1330	1	1424	2	4	2	0	1459	1	183	2562	0	873	1	13	1737	0	387	0	422
IWS1	5576	1773	86	336	0	451	930	62	1111	1174	767	191	877	371	1277	220	1936	1474	420	5	1308	1184	0	2	228	1359	416	155	0	141
IYD	105	30	139	61	54	93	16	124	32	25	51	80	40	0	17	72	10	40	70	119	37	64	118	37	37	27	1	1	43	57
IZUMO1	102	63	100	72	13	59	377	62	56	58	57	80	13	0	9	142	70	141	66	156	80	88	231	42	38	69	4	36	19	225
IZUMO1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO2	384	33	252	130	38	96	34	55	47	39	29	189	42	0	80	97	75	42	83	60	112	113	38	10	60	29	53	1	27	76
IZUMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JADE1	1020	2180	5299	829	525	72	1146	2919	2585	498	704	607	3	33	1352	1404	5	605	245	26	134	917	1234	37	91	1530	0	135	9	432
JADE2	1	0	59	1	8	0	0	0	0	1	8	1	7	43	0	4	0	0	0	17	0	0	1	0	6	0	0	4	0	12
JADE3	2453	0	0	0	0	0	181	0	0	264	175	0	0	0	0	0	0	36	0	0	774	41	0	0	22	1021	0	0	537	78
JAG1	0	0	0	1474	30	1978	0	0	2	0	0	0	1197	0	0	0	1619	0	0	0	0	62	0	0	0	0	0	0	0	0
JAG2	14	0	0	30	0	0	0	0	8	0	0	82	0	0	2	0	801	0	0	0	0	0	0	0	93	0	0	0	0	0
JAGN1	4071	720	93	0	224	1577	1150	3977	1136	1002	719	952	1096	0	3805	3519	210	2350	0	798	1062	1	1059	0	42	28	8792	97	62	2266
JAK1	1	0	3	4	300	115	273	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	374	1646	0	64	0	0	0	0	0
JAK2	36	0	0	0	1	3	0	1	0	0	12	0	3	3	0	853	0	0	4	0	152	1131	0	48	0	10	0	15	840	0
JAK3	30	13	38	22	15	3	12	2	9	34	21	135	16	0	12	1	3	3	14	49	17	11	0	24	11	33	5	9	1	0
JAKMIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
JAKMIP2	41	11	63	4	11	47	7	45	0	5	17	8	29	0	3	23	2	7	2	17	28	25	13	76	3	38	69	10	6	8
JAKMIP3	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0
JAM2	157	59	29	47	17	64	5	13	9	5	12	44	3	0	65	95	56	1	9	26	47	9	21	0	107	17	0	3	4	0
JAM3	79	1067	2	0	0	702	4	2284	386	0	0	0	30	0	1	107	1241	0	26	0	0	0	0	0	89	372	0	38	0	0
JAML	0	0	0	0	0	0	0	0	2	0	94	0	0	0	0	0	0	236	0	0	0	0	0	0	3	0	0	0	0	0
JARID2	5573	1000	71	3235	3406	2871	766	2721	3824	1007	430	1341	3311	2948	279	219	152	605	517	726	353	249	961	681	32	1405	8	235	811	0
JAZF1	0	0	0	0	0	152	0	0	0	0	0	0	0	4	0	0	0	0	842	0	0	0	0	0	0	0	0	0	3	0
JCHAIN	26	0	0	1	0	4	1	0	0	8	0	7	0	0	6	40	0	0	0	3	0	16	0	0	0	0	0	0	0	0
JDP2	518	821	560	45	0	23	222	9	17	468	7	28	1	0	17	4	9	188	0	87	459	12	245	257	149	119	0	80	24	69
JKAMP	958	38	47	1434	1	16	590	28	58	1420	479	33	614	0	1616	1337	3541	875	96	2622	208	59	1806	47	41	2112	0	376	2265	39
JKAMPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JMJD1C	237	1	528	200	21	3049	634	1172	3175	0	867	0	0	19	0	0	17	11	78	202	3	636	8	2224	6	1331	0	216	0	0
JMJD4	393	271	3	420	0	55	68	1816	0	229	19	1	1472	0	0	18	609	0	0	0	542	1	1079	0	60	1	0	0	7	463
JMJD6	934	32	483	588	5	9	92	246	1312	787	531	92	3	2029	3191	3020	49	698	26	3884	1558	1411	8025	1087	106	760	3891	141	992	1515
JMJD7	0	872	0	0	0	0	8	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JMJD7-PLA2G4B	42	0	29	255	51	45	9	3	22	5	0	5	2	0	0	8	0	5	0	25	31	3	12	70	9	43	0	5	17	0
JMJD8	2530	0	3	5	1438	0	0	52	254	246	0	18	293	1	0	198	0	328	0	0	333	0	459	0	51	0	0	6	0	0
JMY	4	0	4	116	592	40	15	583	887	2	5	2356	2359	837	2	350	1746	0	358	293	1103	656	386	0	144	66	0	3	0	0
JOSD1	1407	89	29	21	17	49	9	39	14	6	792	29	12	0	21	364	33	136	781	63	1898	16	858	55	27	1879	0	120	68	12
JOSD2	62	0	0	0	0	0	0	0	0	0	57	0	0	0	47	2	0	248	0	108	345	0	524	0	0	0	0	0	138	0
JPH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	46	0	199	0	0
JPH3	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0
JPH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JRK	99	47	49	4	0	38	44	3	28	23	19	2	26	0	0	11	2	17	38	9	7	1259	422	2	23	75	0	24	1	0
JRKL	4	1	0	1577	0	0	0	0	0	2	0	0	0	1	0	76	1	0	0	0	0	0	6	0	1	1	0	0	0	0
JSRP1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
JTB	2361	2	549	4	981	1250	74	446	1168	949	215	0	1020	80	1365	427	1	2918	40	449	1386	80	1822	608	159	1442	398	803	597	688
JTBP1	0	0	178	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JUN	0	0	1	207	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	8	0	7	0	0	7
JUNB	0	2	3	14	0	0	0	0	0	0	0	0	0	0	0	0	5	0	68	0	22	0	0	0	1	0	0	0	0	0
JUND	3558	1	178	296	778	1566	332	85	120	347	168	123	700	96	33	1151	310	692	361	615	256	3	725	414	327	1962	492	389	127	174
JUP	7083	313	113	0	877	2060	5747	27	0	1737	570	0	0	629	2237	895	411	2346	0	4610	4022	85	4405	1779	103	11296	1	1202	486	1963
KAAG1	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KALRN	15	8	3	4	0	8	18	2	1046	292	1	26	0	2	28	423	14	1	61	6	3	8	6	0	49	113	1	225	1	10
KANK1	3405	227	1217	75	1794	54	27	1139	304	241	835	15	45	2643	19	528	1101	16	1110	45	2319	266	701	449	40	1842	1763	161	82	11
KANK2	441	107	302	89	598	94	34	33	26	11	45	213	101	2	29	56	1173	58	100	60	36	65	38	26	29	45	316	28	8	84
KANK3	173	0	19	6	27	10	9	16	29	7	1	51	18	0	0	13	0	0	0	0	1	28	0	0	1	5	49	0	0	0
KANK4	666	4	0	0	0	0	14	394	0	303	843	0	0	0	0	288	0	517	0	5717	266	0	30	1129	12	251	1855	669	0	0
KANSL1	134	1732	1870	89	164	9	495	1035	1421	135	33	20	5	40	46	837	1513	10	153	778	242	351	735	13	56	471	1	18	9	865
KANSL1L	937	80	30	853	813	90	79	62	9	43	53	80	46	2	8	115	23	112	2164	64	39	16	277	25	16	1414	1	1	9	8
KANSL2	86	9560	910	43	2009	0	275	1617	2176	554	384	185	1314	0	74	2253	521	1048	12	397	971	3819	2305	0	0	1425	0	471	0	2401
KANSL3	2036	68	258	23	16	331	63	92	133	274	446	165	216	18	630	88	42	300	231	2350	537	1165	2365	33	98	579	68	14	138	849
KARS	13051	3138	1798	434	5418	950	4554	8036	10081	3191	5245	44	4419	2331	1872	5740	4551	4574	566	1987	5011	7207	21538	2773	113	8510	838	1962	2318	5024
KARSP1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KARSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KARSP3	0	0	0	0	1	0	2	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	1	0
KAT14	2206	6	414	543	39	10	710	0	521	148	1162	0	0	1	275	1284	0	1763	0	1772	3288	1288	2477	1121	257	17	0	1086	484	1281
KAT2A	1313	0	0	1	0	1	0	705	28	0	116	2528	1338	234	22	0	0	8	0	0	52	468	0	45	199	619	0	286	0	0
KAT2B	30	0	0	0	2	0	43	0	0	0	1	0	0	0	0	791	2383	21	2	0	43	0	0	0	25	228	0	298	0	0
KAT5	6098	0	0	0	0	2497	0	0	1200	330	0	0	0	0	18	569	0	204	0	0	1018	0	2	0	0	0	0	0	112	434
KAT6A	32	8	32	70	8	128	13	1171	11	365	13	11	4	5	17	0	56	802	502	50	58	456	544	848	74	0	0	157	617	0
KAT6B	82	10	2766	124	1106	1326	452	4	38	14	6	42	1854	5954	0	10	14	216	88	30	14	14	24	16	98	8	2416	4	10	4
KAT7	6857	511	1112	3108	3643	1772	756	1902	1156	906	2298	9817	5963	1810	654	995	3176	678	1631	2582	1083	500	3536	1247	1341	615	586	784	534	634
KAT8	816	0	0	0	809	0	266	61	296	184	101	1	0	4	1301	0	112	0	2	13	0	1	44	240	69	413	0	6	0	0
KATNA1	4490	1284	0	29	0	4	1272	1862	0	476	1934	0	3465	0	0	1172	104	53	1	1557	524	879	1688	600	1	1655	1	405	628	0
KATNAL1	26	10	1939	25	5	5	17	754	12	5	12	410	19	14	3	12	17	2	2	28	12	20	22	5	10	9	39	4	4	4
KATNAL2	50	40	887	0	1	0	320	14	0	9	12	0	6	0	0	47	0	6	0	15	33	131	0	0	10	22	0	0	0	0
KATNB1	0	0	58	440	7	73	0	0	0	0	0	0	188	0	0	275	0	535	0	0	0	0	37	19	24	0	0	3	0	0
KATNBL1	11374	139	85	68	383	2578	1364	92	25	12	1721	1371	37	1	550	3262	37	508	195	983	1559	663	1584	72	26	1931	180	795	783	976
KATNBL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNBL1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNBL1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNBL1P4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNBL1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KATNBL1P6	5	0	0	1	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1
KAZALD1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAZN	5	15	1	106	193	1605	10	7	4	7	14	83	21	45	19	118	825	16	5	131	10	20	0	490	109	16	0	3	1	5
KB-1027C11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1042C11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1073A2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1090H4.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1125A3.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1125A3.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1125A3.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1183D5.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1205A7.1	7	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
KB-1247B1.1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1269D1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1396H2.2	9	0	0	0	15	0	6	12	12	1	5	7	4	19	0	1	34	5	0	10	20	1	6	0	0	6	0	3	0	0
KB-1410C5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1410C5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1433G4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1517D11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KB-1562D12.2	0	4	0	0	1	0	0	0	0	0	20	0	0	1	0	0	0	2	0	0	1	0	0	1	0	257	0	0	0	0
KB-1562D12.3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KB-1572G7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1572G7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1582A10.1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0
KB-1582A10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1589B1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1592A4.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1683C8.1	2	0	0	0	0	4	0	0	3	0	0	1	0	0	4	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0
KB-1907C4.2	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-1980E6.2	125	20	72	30	13	72	22	11	76	12	9	31	15	12	31	31	33	35	18	17	31	54	64	25	15	30	2	0	2	27
KB-226F1.4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KB-226F1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-288A10.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-288A10.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KB-67B5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD11-OT1	0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	20
KBTBD12	69	7	27	25	8	24	46	10	3	3	12	26	5	0	0	2	3	2	251	44	12	4	18	4	24	33	0	2	0	3
KBTBD13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KBTBD2	84	14	41	2	4	0	961	2177	2992	44	464	114	0	1061	4	78	1	91	19	1955	782	124	989	6	21	52	96	347	434	39
KBTBD3	0	35	0	0	0	0	0	0	0	23	0	0	0	0	307	430	0	0	0	0	237	0	0	0	0	0	0	1	0	0
KBTBD4	2378	703	0	0	0	0	701	1	0	583	1796	0	1	0	1692	911	0	1579	0	7130	3319	0	0	158	0	0	0	262	786	359
KBTBD6	169	19	109	17	47	54	39	38	6	467	263	50	11	2	26	51	65	128	11	2485	72	32	525	649	41	45	60	22	14	23
KBTBD7	3	275	0	818	2572	1247	2	287	19	0	0	882	4776	2	1	0	6	0	1	0	291	0	1	0	2	187	1	1	0	0
KBTBD8	1166	896	925	1	0	0	0	0	162	91	0	0	0	0	586	443	0	0	1905	0	423	0	0	54	0	469	0	25	0	1335
KCMF1	297	543	224	68	1323	10	72	1652	1281	1122	612	337	7	5208	338	1475	500	189	86	1112	884	1151	1	805	92	857	90	710	18	299
KCNA1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA2	0	0	1	0	1	0	0	8	0	0	0	0	1	1	0	0	0	1	0	0	1	7	0	0	14	7	0	0	0	0
KCNA3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA7	148	104	192	44	37	87	16	24	201	50	28	21	43	0	16	53	2	13	7	242	47	21	32	24	45	92	416	5	20	23
KCNAB1	0	0	0	0	24	0	0	199	0	115	28	0	7	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0
KCNAB2	0	0	0	0	1	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
KCNAB3	58	34	29	8	0	44	8	49	82	236	30	8	13	0	42	0	9	12	0	3	59	11	0	156	6	41	0	1	0	1
KCNB1	580	260	1178	576	331	443	100	250	303	234	217	139	244	85	47	38	197	100	297	551	199	141	39	129	83	943	50	24	59	37
KCNB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
KCNC2	379	41	149	19	28	2	25	64	36	38	52	42	68	0	10	114	20	33	31	125	44	17	147	96	7	93	32	13	11	63
KCNC3	0	0	0	0	3	0	0	0	0	0	31	0	0	0	0	0	0	67	0	0	0	16	0	0	1	12	0	0	23	0
KCNC4	985	13	111	68	1967	277	17	56	92	18	26	74	119	13	24	13	24	10	64	41	59	36	115	41	36	37	125	5	3	22
KCND1	0	0	0	0	0	0	0	0	0	2	223	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
KCND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCND3	36	6	13	6	17	7	5	7	2	0	4	34	1	0	30	5	25	698	38	1	50	7	0	0	12	6	3	0	0	0
KCNE1	86	15	32	30	54	22	20	33	4	18	7	67	14	0	15	18	0	7	1	40	15	3	16	18	27	9	39	0	2	35
KCNE1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNE3	806	3	8	8	1	7	10	2	1	8	15	12	7	4	1	501	5	542	4	12	568	895	2	33	16	488	35	66	1	0
KCNE4	106	88	86	227	67	235	54	185	75	34	40	126	203	2	246	50	132	45	291	33	115	113	53	71	106	62	0	6	15	67
KCNE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG1	40	0	17	65	19	24	8	77	37	1	0	36	17	0	29	2	28	2	12	22	0	9	2	1	12	13	2	3	11	17
KCNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG3	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG4	117	1	72	11	36	71	11	34	6	16	23	46	66	2	11	20	13	15	157	49	46	51	32	27	8	45	2	1	5	0
KCNH1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KCNH2	0	1123	0	3	0	0	0	0	0	0	0	0	328	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH5	9	26	2	249	27	9	21	3	7	5	41	1	44	1	0	1	47	0	0	1	11	90	0	1	1	5	0	13	0	7
KCNH6	5	2	5	21	11	4	1	13	12	2	52	36	2	0	2	51	3	19	8	3	4	7	3	35	6	9	0	3	4	0
KCNH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH8	0	189	0	107	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNIP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1635	0	9	0	0	0	0	0
KCNIP3	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
KCNIP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
KCNJ1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ10	0	3	0	3	2	20	0	1	7	0	5	1	1	3	0	4	0	1	0	1	0	0	8	0	0	0	0	0	0	0
KCNJ11	3	4	38	28	16	23	2	14	41	6	16	8	6	0	1	20	40	0	52	23	16	12	49	7	9	25	0	0	6	6
KCNJ12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	6	0	0	0	0	0	0	0	0	0	0
KCNJ13	0	1370	627	0	0	958	245	0	0	0	394	0	445	0	35	607	0	0	332	0	124	3793	0	0	0	0	0	0	0	0
KCNJ14	62	9	44	29	44	1457	26	76	8	11	15	22	18	18	11	23	3	23	4	52	249	6	8	2	45	11	0	9	5	18
KCNJ15	359	33	144	145	184	287	157	101	70	70	66	740	205	453	36	94	80	72	371	22	59	12	170	71	482	62	9	49	18	23
KCNJ16	20	5	25	8	10	0	0	3	5	2	11	152	2	11	10	11	31	24	7	49	16	9	0	0	14	4	0	0	58	0
KCNJ18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ2	342	22	123	64	515	261	224	109	85	71	25	2617	231	1155	55	62	195	166	314	3	44	14	153	50	1657	17	19	130	2	77
KCNJ3	726	40	103	210	583	249	438	81	167	153	53	1510	202	2145	34	118	464	139	440	31	139	25	356	97	1826	23	64	92	6	91
KCNJ4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ5	205	17	304	123	89	55	39	121	42	33	136	154	178	103	84	10	137	47	209	163	131	89	63	20	39	83	48	27	13	31
KCNJ6	342	38	75	35	31	95	104	101	47	130	40	81	31	24	166	37	143	60	98	77	40	32	31	31	159	36	9	23	17	12
KCNJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNJ9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
KCNK1	4396	0	251	0	1	0	133	688	0	63	127	0	0	0	55	0	0	114	0	23	433	161	2	142	248	0	0	64	0	403
KCNK10	4	1	9	0	1	7	8	18	2	2	2	1	38	1	6	0	0	2	111	0	3	16	0	0	4	1	0	3	0	0
KCNK12	0	0	0	0	137	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	9	311	0	1	10	0	0	0	0	0
KCNK13	0	81	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	4	0	0	0	0	0	0	0
KCNK15	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK16	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK17	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	3	0
KCNK18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK2	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	1	67	0	0	0	5	5	0	0	7	7	0	0	0	28
KCNK3	58	7	13	4	12	32	10	15	10	2	19	23	14	0	7	7	26	18	77	39	30	12	45	2	28	64	0	2	4	1
KCNK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK5	0	0	5	0	0	0	0	0	114	0	0	0	0	2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK6	1319	123	520	622	932	320	112	327	713	176	320	206	3014	39	996	455	460	820	753	274	239	111	358	65	126	638	797	86	106	103
